bugType,sourceBeforeFix,sourceAfterFix,,
DIFFERENT_METHOD_SAME_ARGS,"LOG.info(""Creating short circuit input stream for block {} @ {}"",blockId,address)","LOG.debug(""Creating short circuit input stream for block {} @ {}"",blockId,address)",,
CHANGE_IDENTIFIER,"LOG.info(""Creating short circuit input stream for block {} @ {}"",blockId,address)","LOG.debug(""Creating short circuit input stream for block {} @ {}"",blockId,address)",,
DIFFERENT_METHOD_SAME_ARGS,"LOG.info(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())","LOG.debug(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())",,
CHANGE_IDENTIFIER,"LOG.info(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())","LOG.debug(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())",,
DIFFERENT_METHOD_SAME_ARGS,"LOG.info(""Creating short circuit input stream for block {} @ {}"",blockId,address)","LOG.debug(""Creating short circuit input stream for block {} @ {}"",blockId,address)",,
CHANGE_IDENTIFIER,"LOG.info(""Creating short circuit input stream for block {} @ {}"",blockId,address)","LOG.debug(""Creating short circuit input stream for block {} @ {}"",blockId,address)",,
DIFFERENT_METHOD_SAME_ARGS,"LOG.info(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())","LOG.debug(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())",,
CHANGE_IDENTIFIER,"LOG.info(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())","LOG.debug(""Creating netty input stream for block {} @ {} from client {}"",blockId,address,NetworkAddressUtils.getClientHostName())",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(containerIdGenerator),"Preconditions.checkNotNull(containerIdGenerator,""containerIdGenerator"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(blockIds),"Preconditions.checkNotNull(blockIds,""blockIds"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(fileSystemMaster),"Preconditions.checkNotNull(fileSystemMaster,""fileSystemMaster"")",,
OVERLOAD_METHOD_MORE_ARGS,mUfs.create(testFile),"mUfs.create(testFile,CreateOptions.defaults().setEnsureAtomic(true))",,
OVERLOAD_METHOD_MORE_ARGS,mUfs.create(testFile),"mUfs.create(testFile,CreateOptions.defaults().setEnsureAtomic(true))",,
CHANGE_IDENTIFIER,LinkedList<>,ArrayList<>,,
CHANGE_IDENTIFIER,LinkedList<>,ArrayList<>,,
CHANGE_IDENTIFIER,AlluxioLogServer.class,AlluxioLogServerProcess.class,,
DIFFERENT_METHOD_SAME_ARGS,Integer.valueOf(options.getMaxKeys()),Integer.parseInt(options.getMaxKeys()),,
CHANGE_IDENTIFIER,Integer.valueOf(options.getMaxKeys()),Integer.parseInt(options.getMaxKeys()),,
OVERLOAD_METHOD_MORE_ARGS,"System.err.format(""Tier %d: Not enough space on %s. %n"" + ""Desired quota: %s%n"" + ""Used in tiered storage: %s%n""+ ""Available: %s%n"",level,storageEntry.getKey(),FormatUtils.getSizeFromBytes(quota),FormatUtils.getSizeFromBytes(used),FormatUtils.getSizeFromBytes(available))","System.err.format(""Tier %d: Not enough space on %s. %n"" + ""Desired quota: %s%n"" + ""Used in tiered storage: %s%n""+ ""Available: %s%n"",level,storageEntry.getKey(),FormatUtils.getSizeFromBytes(quota),FormatUtils.getSizeFromBytes(used),FormatUtils.getSizeFromBytes(available),FormatUtils.getSizeFromBytes(quota - used - available))",,
CHANGE_IDENTIFIER,"PathUtils.concatPath(filePath,YML_FILE_DIR)","PathUtils.concatPath(homeDir,YML_FILE_DIR)",,
CHANGE_IDENTIFIER,"PathUtils.concatPath(filePath,YML_FILE_DIR)","PathUtils.concatPath(homeDir,YML_FILE_DIR)",,
CHANGE_MODIFIER,1,17,,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(path),"Preconditions.checkNotNull(path,""path"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(path),"Preconditions.checkNotNull(path,""path"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(hostname),"Preconditions.checkNotNull(hostname,""hostname"")",,
CHANGE_MODIFIER,18,26,,
CHANGE_MODIFIER,2,18,,
CHANGE_MODIFIER,1,17,,
CHANGE_MODIFIER,1,17,,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(mBlockIdsOnTiers),"Preconditions.checkNotNull(mBlockIdsOnTiers,""mBlockIdsOnTiers"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(mBlockIdsOnTiers),"Preconditions.checkNotNull(mBlockIdsOnTiers,""mBlockIdsOnTiers"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(manager),"Preconditions.checkNotNull(manager,""manager"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(mBlockIdsOnTiers),"Preconditions.checkNotNull(mBlockIdsOnTiers,""mBlockIdsOnTiers"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(mBlockIdsOnTiers),"Preconditions.checkNotNull(mBlockIdsOnTiers,""mBlockIdsOnTiers"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(manager),"Preconditions.checkNotNull(manager,""manager"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(mBlockIdsOnTiers),"Preconditions.checkNotNull(mBlockIdsOnTiers,""mBlockIdsOnTiers"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(mBlockIdsOnTiers),"Preconditions.checkNotNull(mBlockIdsOnTiers,""mBlockIdsOnTiers"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(manager),"Preconditions.checkNotNull(manager,""manager"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(blockWorker),"Preconditions.checkNotNull(blockWorker,""blockWorker"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(blockWorker),"Preconditions.checkNotNull(blockWorker,""blockWorker"")",,
DIFFERENT_METHOD_SAME_ARGS,Configuration.getLong(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),Configuration.getMs(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),,
CHANGE_IDENTIFIER,Configuration.getLong(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),Configuration.getMs(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),,
DIFFERENT_METHOD_SAME_ARGS,Configuration.getLong(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),Configuration.getMs(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),,
CHANGE_IDENTIFIER,Configuration.getLong(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),Configuration.getMs(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),,
DIFFERENT_METHOD_SAME_ARGS,Configuration.getLong(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),Configuration.getMs(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),,
CHANGE_IDENTIFIER,Configuration.getLong(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),Configuration.getMs(PropertyKey.USER_NETWORK_NETTY_TIMEOUT_MS),,
DIFFERENT_METHOD_SAME_ARGS,Configuration.getLong(PropertyKey.USER_FILE_WAITCOMPLETED_POLL_MS),Configuration.getMs(PropertyKey.USER_FILE_WAITCOMPLETED_POLL_MS),,
CHANGE_IDENTIFIER,Configuration.getLong(PropertyKey.USER_FILE_WAITCOMPLETED_POLL_MS),Configuration.getMs(PropertyKey.USER_FILE_WAITCOMPLETED_POLL_MS),,
DIFFERENT_METHOD_SAME_ARGS,Configuration.getInt(PropertyKey.MASTER_TTL_CHECKER_INTERVAL_MS),Configuration.getMs(PropertyKey.MASTER_TTL_CHECKER_INTERVAL_MS),,
CHANGE_IDENTIFIER,Configuration.getInt(PropertyKey.MASTER_TTL_CHECKER_INTERVAL_MS),Configuration.getMs(PropertyKey.MASTER_TTL_CHECKER_INTERVAL_MS),,
DIFFERENT_METHOD_SAME_ARGS,"LOG.warn(""Failed to get mount information: {}"",e.getMessage())","LOG.debug(""Failed to get mount information: {}"",e.getMessage())",,
CHANGE_IDENTIFIER,"LOG.warn(""Failed to get mount information: {}"",e.getMessage())","LOG.debug(""Failed to get mount information: {}"",e.getMessage())",,
CHANGE_UNARY_OPERATOR,status.isDir(),!status.isDir(),,
CHANGE_UNARY_OPERATOR,status.isDir(),!status.isDir(),,
DIFFERENT_METHOD_SAME_ARGS,status.isDirectory(),status.isDir(),,
CHANGE_IDENTIFIER,status.isDirectory(),status.isDir(),,
DIFFERENT_METHOD_SAME_ARGS,status.isDirectory(),status.isDir(),,
CHANGE_IDENTIFIER,status.isDirectory(),status.isDir(),,
CHANGE_IDENTIFIER,Exception e,Throwable e,,
CHANGE_MODIFIER,10,26,,
CHANGE_UNARY_OPERATOR,"ufsDeleter.delete(alluxioUriToDel,delInode)","!ufsDeleter.delete(alluxioUriToDel,delInode)",,
LESS_SPECIFIC_IF,!ufsSyncChecker.isDirectoryInSync(parentUri),alluxioUriToDel.equals(inodePath.getUri()) || !ufsSyncChecker.isDirectoryInSync(parentUri),,
OVERLOAD_METHOD_MORE_ARGS,"new UnderFileStatus(""dummy"",isDirectory)","new UnderFileStatus(""dummy"",0L,isDirectory,0L,""owner"",""group"",(short)077)",,
SWAP_BOOLEAN_LITERAL,DeleteOptions.defaults().setRecursive(true).setAlluxioOnly(false).setUnchecked(false),DeleteOptions.defaults().setRecursive(true).setAlluxioOnly(false).setUnchecked(true),,
DIFFERENT_METHOD_SAME_ARGS,"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)",,
CHANGE_IDENTIFIER,"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)",,
DIFFERENT_METHOD_SAME_ARGS,"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)",,
CHANGE_IDENTIFIER,"LOG.error(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)","LOG.warn(""Failed to freeSpace: No StorageDirView has enough capacity of {} bytes"",availableBytes)",,
CHANGE_MODIFIER,1,17,,
CHANGE_MODIFIER,1,17,,
DIFFERENT_METHOD_SAME_ARGS,"LOG.error(""Unable to delete {} because listInternal returns null"",path)","LOG.warn(""Unable to delete {} because listInternal returns null"",path)",,
CHANGE_IDENTIFIER,"LOG.error(""Unable to delete {} because listInternal returns null"",path)","LOG.warn(""Unable to delete {} because listInternal returns null"",path)",,
CHANGE_MODIFIER,1,17,,
CHANGE_IDENTIFIER,UnavailableException e,IOException e,,
CHANGE_IDENTIFIER,recursiveUFSDeletes.remove(ancestor),recursiveUFSDeletes.remove(ancestorPair),,
ADD_THROWS_EXCEPTION,1,1,,
CHANGE_MODIFIER,10,26,,
CHANGE_MODIFIER,10,26,,
DIFFERENT_METHOD_SAME_ARGS,"LOG.error(""delete failed: {}"",e.getMessage())","LOG.warn(""delete failed: {}"",e.getMessage())",,
CHANGE_IDENTIFIER,"LOG.error(""delete failed: {}"",e.getMessage())","LOG.warn(""delete failed: {}"",e.getMessage())",,
CHANGE_IDENTIFIER,T,R,,
CHANGE_IDENTIFIER,/**   * The resource.   */ private T mResource; ,/**   * The resource.   */ private R mResource; ,,
CHANGE_IDENTIFIER,T resource,R resource,,
CHANGE_IDENTIFIER,T,R,,
CHANGE_IDENTIFIER,/**   * The resource.   */ private T mResource; ,/**   * The resource.   */ private R mResource; ,,
CHANGE_IDENTIFIER,T resource,R resource,,
CHANGE_OPERATOR,mError != null,mError == null,,
CHANGE_IDENTIFIER,DefaultFileSystemMaster.class,FileSystemMaster.class,,
CHANGE_IDENTIFIER,DefaultFileSystemMaster.class,FileSystemMaster.class,,
SWAP_BOOLEAN_LITERAL,"free(path,false)","free(path,true)",,
CHANGE_MODIFIER,33,1,,
CHANGE_MODIFIER,33,1,,
DIFFERENT_METHOD_SAME_ARGS,CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10)),,
CHANGE_IDENTIFIER,CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10)),,
DIFFERENT_METHOD_SAME_ARGS,CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10)),,
CHANGE_IDENTIFIER,CommonUtils.randomString(random.nextInt(10)),CommonUtils.randomAlphaNumString(random.nextInt(10)),,
DIFFERENT_METHOD_SAME_ARGS,status.isDirectory(),status.isDir(),,
CHANGE_IDENTIFIER,status.isDirectory(),status.isDir(),,
OVERLOAD_METHOD_MORE_ARGS,new IOException(ExceptionMessage.BLOCK_NOT_LOCALLY_AVAILABLE.getMessage(mBlockId)),"new IOException(ExceptionMessage.BLOCK_NOT_LOCALLY_AVAILABLE.getMessage(mBlockId),e)",,
OVERLOAD_METHOD_MORE_ARGS,new IOException(ExceptionMessage.BLOCK_UNAVAILABLE.getMessage(blockId)),"new IOException(ExceptionMessage.BLOCK_UNAVAILABLE.getMessage(blockId),e)",,
OVERLOAD_METHOD_MORE_ARGS,LOG.debug(e),"LOG.debug(""Exception: "",e)",,
OVERLOAD_METHOD_DELETED_ARGS,"LOG.error(""Fail to set owner for {} with user: {}, group: {}"",path,user,group,e)","LOG.error(""Fail to set owner for {} with user: {}, group: {}"",path,user,group)",,
DIFFERENT_METHOD_SAME_ARGS,status.getCreationTimeMs(),status.getLastModificationTimeMs(),,
CHANGE_IDENTIFIER,status.getCreationTimeMs(),status.getLastModificationTimeMs(),,
CHANGE_IDENTIFIER,"PathUtils.concatPath(src,child)","PathUtils.concatPath(dst,child)",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(timer),"Preconditions.checkNotNull(timer,""timer"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(object),"Preconditions.checkNotNull(object,""object"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(timer),"Preconditions.checkNotNull(timer,""timer"")",,
OVERLOAD_METHOD_DELETED_ARGS,"UnderFileSystemUtils.deleteFileIfExists(mUfs,mCheckpointPath)",UnderFileSystemUtils.deleteFileIfExists(mCheckpointPath),,
CHANGE_IDENTIFIER,"UnderFileSystemUtils.deleteFileIfExists(mUfs,mCheckpointPath)",UnderFileSystemUtils.deleteFileIfExists(mCheckpointPath),,
DIFFERENT_METHOD_SAME_ARGS,"UnderFileSystemUtils.deleteIfExists(mUfs,mTempCheckpointPath)","UnderFileSystemUtils.deleteFileIfExists(mUfs,mTempCheckpointPath)",,
CHANGE_IDENTIFIER,"UnderFileSystemUtils.deleteIfExists(mUfs,mTempCheckpointPath)","UnderFileSystemUtils.deleteFileIfExists(mUfs,mTempCheckpointPath)",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(worker),"Preconditions.checkNotNull(worker,""worker"")",,
OVERLOAD_METHOD_MORE_ARGS,Preconditions.checkNotNull(worker),"Preconditions.checkNotNull(worker,""worker"")",,
CHANGE_NUMERAL,"WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS(Name.WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS,10000)","WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS(Name.WORKER_BLOCK_HEARTBEAT_TIMEOUT_MS,60000)",,
CHANGE_NUMERAL,"WORKER_SESSION_TIMEOUT_MS(Name.WORKER_SESSION_TIMEOUT_MS,10000)","WORKER_SESSION_TIMEOUT_MS(Name.WORKER_SESSION_TIMEOUT_MS,60000)",,
DIFFERENT_METHOD_SAME_ARGS,"BlockStoreContext.releaseBlockWorkerThriftClient(mRpcAddress,client)","BlockStoreContext.releaseBlockWorkerThriftClientHeartbeat(mRpcAddress,client)",,
CHANGE_IDENTIFIER,"BlockStoreContext.releaseBlockWorkerThriftClient(mRpcAddress,client)","BlockStoreContext.releaseBlockWorkerThriftClientHeartbeat(mRpcAddress,client)",,
SWAP_BOOLEAN_LITERAL,"USER_UFS_DELEGATION_ENABLED(Name.USER_UFS_DELEGATION_ENABLED,false)","USER_UFS_DELEGATION_ENABLED(Name.USER_UFS_DELEGATION_ENABLED,true)",,
SWAP_BOOLEAN_LITERAL,"setAttributeInternal(tempInodePath,true,opTimeMs,options)","setAttributeInternal(tempInodePath,false,opTimeMs,options)",,
SWAP_BOOLEAN_LITERAL,"setAttributeInternal(inodePath,true,opTimeMs,options)","setAttributeInternal(inodePath,false,opTimeMs,options)",,
SWAP_BOOLEAN_LITERAL,"setAttributeInternal(inodePath,false,entry.getOpTimeMs(),options)","setAttributeInternal(inodePath,true,entry.getOpTimeMs(),options)",,
CHANGE_NUMERAL,manualClock.addTimeMs(1020),manualClock.addTimeMs(1001),,
CHANGE_MODIFIER,1,17,,
OVERLOAD_METHOD_DELETED_ARGS,"new ProcessBuilder(startScript,mMesosAddress,""-w"")","new ProcessBuilder(startScript,mMesosAddress)",,
DIFFERENT_METHOD_SAME_ARGS,"LOG.error(""I/O error when running rpc"",e)","LOG.warn(""I/O error when running rpc"",e)",,
CHANGE_IDENTIFIER,"LOG.error(""I/O error when running rpc"",e)","LOG.warn(""I/O error when running rpc"",e)",,
CHANGE_OPERATOR,period < MINIMAL_POLL_PERIOD,period >= MINIMAL_POLL_PERIOD,,
DIFFERENT_METHOD_SAME_ARGS,mLocalAlluxioClusterResource.get().getWorkerAddress(),mLocalAlluxioClusterResource.get().getWorker(),,
CHANGE_IDENTIFIER,mLocalAlluxioClusterResource.get().getWorkerAddress(),mLocalAlluxioClusterResource.get().getWorker(),,
CHANGE_IDENTIFIER,"new SwiftRange(mPos,endPos)","new MidPartLongRange(mPos,endPos)",,
DIFFERENT_METHOD_SAME_ARGS,bLocations[0].getNames(),bLocations[0].getHosts(),,
CHANGE_IDENTIFIER,bLocations[0].getNames(),bLocations[0].getHosts(),,
CHANGE_NUMERAL,"Assert.assertEquals(2,propertyCategories.size())","Assert.assertEquals(3,propertyCategories.size())",,
CHANGE_UNARY_OPERATOR,"!mPreferredHost.equals(""localhost"")","mPreferredHost.equals(""localhost"")",,
SWAP_BOOLEAN_LITERAL,request.getRelaxLocality() == false,request.getRelaxLocality() == true,,
CHANGE_IDENTIFIER,"FileInStream.create(status,options.toInStreamOptions(),mContext)","FileInStream.create(status,options.toInStreamOptions(),mFileSystemContext)",,
CHANGE_IDENTIFIER,AlluxioWorkerService.class,AlluxioWorker.class,,
CHANGE_IDENTIFIER,BlockMasterClient.class,RetryHandlingBlockMasterClient.class,,
CHANGE_IDENTIFIER,BlockMasterClient masterClientMock=PowerMockito.mock(BlockMasterClient.class); ,RetryHandlingBlockMasterClient masterClientMock=PowerMockito.mock(RetryHandlingBlockMasterClient.class); ,,
CHANGE_IDENTIFIER,BlockMasterClient.class,RetryHandlingBlockMasterClient.class,,
CHANGE_IDENTIFIER,BlockMasterClient masterClientMock=PowerMockito.mock(BlockMasterClient.class); ,RetryHandlingBlockMasterClient masterClientMock=PowerMockito.mock(RetryHandlingBlockMasterClient.class); ,,
CHANGE_IDENTIFIER,BlockMasterClient.class,RetryHandlingBlockMasterClient.class,,
CHANGE_IDENTIFIER,BlockMasterClient masterClientMock=PowerMockito.mock(BlockMasterClient.class); ,RetryHandlingBlockMasterClient masterClientMock=PowerMockito.mock(RetryHandlingBlockMasterClient.class); ,,
CHANGE_IDENTIFIER,BlockMasterClient.class,RetryHandlingBlockMasterClient.class,,
CHANGE_IDENTIFIER,T,E,,
CHANGE_IDENTIFIER,T,E,,
CHANGE_IDENTIFIER,private final String mHostNameKey; ,private final PropertyKey mHostNameKey; ,,
CHANGE_IDENTIFIER,private final String mBindHostKey; ,private final PropertyKey mBindHostKey; ,,
CHANGE_IDENTIFIER,private final String mPortKey; ,private final PropertyKey mPortKey; ,,
CHANGE_IDENTIFIER,/**   * Gets the key of connect hostname.  * @return key of connect hostname  */ public String getHostNameKey(){   return mHostNameKey; } ,/**   * Gets the key of connect hostname.  * @return key of connect hostname  */ public PropertyKey getHostNameKey(){   return mHostNameKey; } ,,
CHANGE_IDENTIFIER,/**   * Gets the key of bind hostname.  * @return key of bind hostname  */ public String getBindHostKey(){   return mBindHostKey; } ,/**   * Gets the key of bind hostname.  * @return key of bind hostname  */ public PropertyKey getBindHostKey(){   return mBindHostKey; } ,,
